"year","state","county","cases","population","type"
2019,"Mississippi","Chickasaw County",65,17171,"gonorrhea"
2019,"Kentucky","Adair County",50,19215,"chlamydia"
2019,"Indiana","Ohio County",6,5844,"chlamydia"
2019,"South Dakota","Turner County",3,8424,"gonorrhea"
2019,"Louisiana","Vernon Parish",3,48860,"primary and secondary syphilis"
2019,"Indiana","Johnson County",6,156225,"primary and secondary syphilis"
2019,"Georgia","Early County",0,10247,"primary and secondary syphilis"
2019,"Maine","Hancock County",18,54811,"gonorrhea"
2019,"Utah","Summit County",122,41933,"chlamydia"
2019,"Massachusetts","Norfolk County",483,705388,"gonorrhea"
2019,"Texas","Hardeman County",0,3922,"primary and secondary syphilis"
2019,"Georgia","Jeff Davis County",0,15029,"primary and secondary syphilis"
2019,"Iowa","Monroe County",10,7790,"gonorrhea"
2019,"Vermont","Bennington County",1,35631,"primary and secondary syphilis"
2019,"Tennessee","Fayette County",5,40507,"primary and secondary syphilis"
2019,"Illinois","Scott County",2,4926,"gonorrhea"
2019,"Texas","Shackelford County",1,3253,"gonorrhea"
2019,"Texas","Wilson County",100,50224,"chlamydia"
2019,"Kentucky","Cumberland County",2,6659,"gonorrhea"
2019,"Indiana","Parke County",32,16927,"gonorrhea"
2019,"Indiana","Wabash County",80,31280,"chlamydia"
2019,"Pennsylvania","Philadelphia County",20354,1584138,"chlamydia"
2019,"South Carolina","Marion County",331,31039,"chlamydia"
2019,"Colorado","Otero County",0,18432,"primary and secondary syphilis"
2019,"Arizona","Yuma County",13,212128,"primary and secondary syphilis"
2019,"Missouri","Holt County",5,4404,"gonorrhea"
2019,"Wisconsin","La Crosse County",594,118230,"chlamydia"
2019,"Texas","Red River County",0,12175,"primary and secondary syphilis"
2019,"Rhode Island","Kent County",13,163861,"primary and secondary syphilis"
2019,"North Carolina","Bladen County",172,33190,"chlamydia"
2019,"Arizona","Mohave County",537,209550,"chlamydia"
2019,"Minnesota","Red Lake County",0,3999,"primary and secondary syphilis"
2019,"Arkansas","Lafayette County",8,6682,"gonorrhea"
2019,"North Carolina","Person County",52,39507,"gonorrhea"
2019,"Kansas","Saline County",248,54401,"chlamydia"
2019,"Florida","Hendry County",37,41556,"gonorrhea"
2019,"Wisconsin","Adams County",53,20348,"chlamydia"
2019,"Rhode Island","Bristol County",2,48649,"primary and secondary syphilis"
2019,"California","Kings County",25,151366,"primary and secondary syphilis"
2019,"Texas","Kimble County",1,4362,"gonorrhea"
2019,"Louisiana","Acadia Parish",7,62190,"primary and secondary syphilis"
2019,"Tennessee","Madison County",901,97605,"chlamydia"
2019,"Nebraska","Nemaha County",18,6958,"chlamydia"
2019,"Colorado","Ouray County",7,4833,"chlamydia"
2019,"Virginia","Botetourt County",1,33277,"primary and secondary syphilis"
2019,"Oregon","Morrow County",44,11372,"chlamydia"
2019,"Georgia","Chattahoochee County",145,10684,"chlamydia"
2019,"South Dakota","Oglala Lakota County",0,14309,"chlamydia"
2019,"Texas","Brown County",0,37924,"primary and secondary syphilis"
2019,"Wisconsin","Menominee County",40,4658,"chlamydia"
2019,"North Carolina","Edgecombe County",305,52005,"gonorrhea"
2019,"North Carolina","Caldwell County",3,82029,"primary and secondary syphilis"
2019,"Louisiana","St. Charles Parish",335,52879,"chlamydia"
2019,"Tennessee","Rutherford County",645,324890,"gonorrhea"
2019,"Missouri","Vernon County",32,20528,"gonorrhea"
2019,"Oregon","Yamhill County",286,107002,"chlamydia"
2019,"Minnesota","Benton County",39,40545,"gonorrhea"
2019,"West Virginia","Braxton County",41,14089,"chlamydia"
2019,"Illinois","Jersey County",55,21847,"chlamydia"
2019,"Georgia","Forsyth County",354,236612,"chlamydia"
2019,"Virginia","Botetourt County",66,33277,"chlamydia"
2019,"Idaho","Teton County",0,11640,"gonorrhea"
2019,"Nebraska","Kimball County",10,3618,"chlamydia"
2019,"Kansas","Labette County",87,19964,"chlamydia"
2019,"Missouri","Lewis County",8,9855,"gonorrhea"
2019,"Texas","Jack County",17,8843,"chlamydia"
2019,"Kansas","Cheyenne County",5,2660,"chlamydia"
2019,"Oklahoma","Noble County",33,11289,"chlamydia"
2019,"Nebraska","Antelope County",3,6336,"chlamydia"
2019,"Tennessee","Dyer County",147,37320,"gonorrhea"
2019,"Kentucky","Washington County",0,12084,"primary and secondary syphilis"
2019,"California","Sacramento County",11076,1540975,"chlamydia"
2019,"Alabama","Monroe County",117,21067,"chlamydia"
2019,"Kentucky","Warren County",4,131264,"primary and secondary syphilis"
2019,"Virginia","King William County",67,16939,"chlamydia"
2019,"Ohio","Huron County",173,58504,"chlamydia"
2019,"Missouri","Barry County",1,35886,"primary and secondary syphilis"
2019,"Alabama","Henry County",2,17209,"primary and secondary syphilis"
2019,"Iowa","Adams County",1,3645,"gonorrhea"
2019,"Montana","Glacier County",58,13747,"gonorrhea"
2019,"California","Alameda County",290,1666753,"primary and secondary syphilis"
2019,"Illinois","Rock Island County",18,143477,"primary and secondary syphilis"
2019,"Illinois","Vermilion County",204,76806,"gonorrhea"
2019,"Colorado","Washington County",0,4909,"primary and secondary syphilis"
2019,"Missouri","St. Louis city",4223,302838,"chlamydia"
2019,"North Dakota","Bottineau County",0,6411,"primary and secondary syphilis"
2019,"Nebraska","Cedar County",4,8446,"chlamydia"
2019,"Louisiana","Beauregard Parish",28,37253,"gonorrhea"
2019,"Louisiana","Ouachita Parish",25,154475,"primary and secondary syphilis"
2019,"South Dakota","Brown County",153,39316,"chlamydia"
2019,"District of Columbia","District of Columbia",9327,702455,"chlamydia"
2019,"Ohio","Fairfield County",597,155782,"chlamydia"
2019,"Indiana","Fayette County",4,23047,"primary and secondary syphilis"
2019,"Illinois","Crawford County",0,18807,"primary and secondary syphilis"
2019,"Colorado","San Juan County",0,762,"primary and secondary syphilis"
2019,"Alaska","Petersburg Borough",0,3221,"chlamydia"
2019,"West Virginia","Kanawha County",12,180454,"primary and secondary syphilis"
2019,"Tennessee","Sequatchie County",20,14876,"gonorrhea"
2019,"Arkansas","Bradley County",52,10897,"chlamydia"
2019,"Wisconsin","Sauk County",2,64249,"primary and secondary syphilis"
2019,"South Carolina","Orangeburg County",452,86934,"gonorrhea"
2019,"Indiana","Warrick County",49,62567,"gonorrhea"
2019,"Alaska","Kusilvak Census Area",0,8303,"primary and secondary syphilis"
2019,"Ohio","Belmont County",15,67505,"gonorrhea"
2019,"Texas","Fort Bend County",2119,787858,"chlamydia"
2019,"Louisiana","Ouachita Parish",1450,154475,"chlamydia"
2019,"California","Placer County",31,393149,"primary and secondary syphilis"
2019,"Florida","St. Johns County",673,254261,"chlamydia"
2019,"Kentucky","Jackson County",6,13442,"gonorrhea"
2019,"Nebraska","Frontier County",0,2608,"gonorrhea"
2019,"Kansas","Montgomery County",164,32120,"chlamydia"
2019,"Iowa","Johnson County",14,151260,"primary and secondary syphilis"
2019,"New York","Saratoga County",501,230163,"chlamydia"
2019,"Indiana","Posey County",49,25540,"chlamydia"
2019,"West Virginia","Monroe County",19,13280,"chlamydia"
2019,"North Carolina","Pamlico County",10,12670,"gonorrhea"
2019,"Nebraska","Holt County",1,10178,"gonorrhea"
2019,"Indiana","Grant County",145,65936,"gonorrhea"
2019,"Georgia","Stewart County",4,6199,"gonorrhea"
2019,"Kentucky","Robertson County",0,2135,"primary and secondary syphilis"
2019,"Iowa","Muscatine County",0,42929,"primary and secondary syphilis"
2019,"Vermont","Franklin County",0,49421,"primary and secondary syphilis"
2019,"Missouri","Clinton County",1,20470,"primary and secondary syphilis"
2019,"Minnesota","Itasca County",47,45108,"gonorrhea"
2019,"Texas","Chambers County",84,42454,"chlamydia"
2019,"Virginia","Covington city",0,5460,"primary and secondary syphilis"
2019,"South Carolina","Charleston County",1174,405905,"gonorrhea"
2019,"Tennessee","Blount County",143,131349,"gonorrhea"
2019,"Texas","Runnels County",24,10234,"chlamydia"
2019,"Tennessee","Grainger County",15,23145,"gonorrhea"
2019,"Oregon","Malheur County",1,30725,"primary and secondary syphilis"
2019,"South Carolina","Hampton County",52,19351,"gonorrhea"
2019,"Alabama","Hale County",172,14726,"chlamydia"
2019,"Wisconsin","Manitowoc County",1,79074,"primary and secondary syphilis"
2019,"Georgia","Upson County",160,26215,"chlamydia"
2019,"Missouri","Reynolds County",12,6254,"chlamydia"
2019,"Indiana","Henry County",112,48271,"chlamydia"
2019,"Minnesota","Mahnomen County",1,5519,"primary and secondary syphilis"
2019,"Nebraska","Franklin County",0,3023,"gonorrhea"
2019,"Oklahoma","Jackson County",0,24949,"primary and secondary syphilis"
2019,"Missouri","Knox County",0,3947,"primary and secondary syphilis"
2019,"Georgia","Ben Hill County",41,16787,"gonorrhea"
2019,"Texas","Wise County",134,68305,"chlamydia"
2019,"Tennessee","Tipton County",0,61581,"primary and secondary syphilis"
2019,"Oregon","Union County",5,26461,"gonorrhea"
2019,"California","Madera County",26,157672,"primary and secondary syphilis"
2019,"Georgia","Appling County",78,18507,"chlamydia"
2019,"New Jersey","Cumberland County",1038,150972,"chlamydia"
2019,"Texas","Anderson County",3,58057,"primary and secondary syphilis"
2019,"New Mexico","Quay County",11,8253,"gonorrhea"
2019,"Pennsylvania","McKean County",117,40968,"chlamydia"
2019,"New Mexico","Chaves County",370,64689,"chlamydia"
2019,"Oregon","Josephine County",2,87393,"primary and secondary syphilis"
2019,"New Mexico","De Baca County",0,1781,"gonorrhea"
2019,"New York","Herkimer County",20,61833,"gonorrhea"
2019,"Kentucky","Christian County",254,71671,"gonorrhea"
2019,"Indiana","Jefferson County",2,32208,"primary and secondary syphilis"
2019,"New Mexico","Eddy County",170,57900,"gonorrhea"
2019,"Indiana","Steuben County",91,34586,"chlamydia"
2019,"New Jersey","Mercer County",39,369811,"primary and secondary syphilis"
2019,"Kansas","Butler County",2,66765,"primary and secondary syphilis"
2019,"Utah","Millard County",18,13006,"chlamydia"
2019,"Oklahoma","Tulsa County",4444,648360,"chlamydia"
2019,"Virginia","Martinsville city",39,12902,"gonorrhea"
2019,"Kansas","Ottawa County",11,5802,"chlamydia"
2019,"Mississippi","Calhoun County",4,14436,"primary and secondary syphilis"
2019,"Virginia","Bland County",1,6293,"gonorrhea"
2019,"Oregon","Grant County",1,7176,"gonorrhea"
2019,"South Dakota","Codington County",86,28015,"chlamydia"
2019,"Louisiana","Natchitoches Parish",1,38659,"primary and secondary syphilis"
2019,"West Virginia","Putnam County",0,56682,"primary and secondary syphilis"
2019,"Montana","McCone County",0,1675,"gonorrhea"
2019,"Kansas","Shawnee County",10,177499,"primary and secondary syphilis"
2019,"Minnesota","Wabasha County",5,21645,"gonorrhea"
2019,"Alaska","Juneau City and Borough",1,32113,"primary and secondary syphilis"
2019,"Tennessee","Smith County",58,19942,"chlamydia"
2019,"South Dakota","Oglala Lakota County",0,14309,"primary and secondary syphilis"
2019,"Ohio","Miami County",94,106222,"gonorrhea"
2019,"Tennessee","Cumberland County",187,59673,"chlamydia"
2019,"Arkansas","Prairie County",0,8074,"primary and secondary syphilis"
2019,"Ohio","Butler County",15,382378,"primary and secondary syphilis"
2019,"Alabama","Cullman County",74,83442,"gonorrhea"
2019,"Missouri","Clay County",37,246365,"primary and secondary syphilis"
2019,"North Dakota","Traill County",0,8037,"primary and secondary syphilis"
2019,"California","Amador County",70,39383,"chlamydia"
2019,"Nebraska","Richardson County",2,7937,"gonorrhea"
2019,"Indiana","Lake County",799,484411,"gonorrhea"
2019,"New York","Suffolk County",807,1481093,"gonorrhea"
2019,"North Dakota","Eddy County",0,2313,"primary and secondary syphilis"
2019,"Virginia","Pittsylvania County",80,60949,"gonorrhea"
2019,"Indiana","Henry County",54,48271,"gonorrhea"
2019,"Georgia","Haralson County",0,29533,"primary and secondary syphilis"
2019,"Mississippi","Tishomingo County",38,19454,"gonorrhea"
2019,"Arkansas","White County",9,78727,"primary and secondary syphilis"
2019,"Florida","Walton County",3,71375,"primary and secondary syphilis"
2019,"Alabama","Dale County",5,48956,"primary and secondary syphilis"
2019,"Idaho","Clearwater County",1,8758,"primary and secondary syphilis"
2019,"Georgia","Laurens County",5,47325,"primary and secondary syphilis"
2019,"Texas","Knox County",3,3653,"chlamydia"
2019,"Alabama","Escambia County",253,36748,"chlamydia"
2019,"Ohio","Shelby County",0,48627,"primary and secondary syphilis"
2019,"Indiana","Sullivan County",15,20690,"gonorrhea"
2019,"Missouri","Nodaway County",141,22304,"chlamydia"
2019,"Kansas","Ellis County",20,28710,"gonorrhea"
2019,"Iowa","Floyd County",14,15761,"gonorrhea"
2019,"Colorado","Arapahoe County",4315,651215,"chlamydia"
2019,"Georgia","Quitman County",0,2279,"primary and secondary syphilis"
2019,"Florida","Miami-Dade County",4971,2761581,"gonorrhea"
2019,"Ohio","Washington County",160,60155,"chlamydia"
2019,"Nevada","Clark County",5448,2231647,"gonorrhea"
2019,"Montana","Fallon County",0,2920,"primary and secondary syphilis"
2019,"Nevada","Lincoln County",0,5201,"primary and secondary syphilis"
2019,"Arizona","Pima County",176,1039073,"primary and secondary syphilis"
2019,"Nebraska","Brown County",3,2973,"chlamydia"
2019,"Pennsylvania","Columbia County",1,65456,"primary and secondary syphilis"
2019,"New Mexico","McKinley County",721,72290,"chlamydia"
2019,"Alabama","Monroe County",0,21067,"primary and secondary syphilis"
2019,"Montana","Liberty County",0,2430,"gonorrhea"
2019,"Arkansas","Calhoun County",1,5277,"primary and secondary syphilis"
2019,"Arkansas","Washington County",18,236961,"primary and secondary syphilis"
2019,"Indiana","Daviess County",18,33147,"gonorrhea"
2019,"California","Modoc County",10,8777,"chlamydia"
2019,"Oregon","Union County",103,26461,"chlamydia"
2019,"Arkansas","Sharp County",12,17366,"gonorrhea"
2019,"Arkansas","Greene County",5,45325,"primary and secondary syphilis"
2019,"North Carolina","Jackson County",1,43327,"primary and secondary syphilis"
2019,"Montana","Sanders County",28,11844,"chlamydia"
2019,"New York","Livingston County",168,63227,"chlamydia"
2019,"Alabama","Jackson County",133,51736,"chlamydia"
2019,"Ohio","Defiance County",1,38165,"primary and secondary syphilis"
2019,"New Jersey","Morris County",21,494228,"primary and secondary syphilis"
2019,"Mississippi","Lauderdale County",344,75317,"gonorrhea"
2019,"Virginia","Clarke County",27,14523,"chlamydia"
2019,"Massachusetts","Middlesex County",1323,1614714,"gonorrhea"
2019,"Mississippi","Lee County",651,85202,"chlamydia"
2019,"Illinois","Wabash County",31,11549,"chlamydia"
2019,"Utah","Millard County",0,13006,"primary and secondary syphilis"
2019,"Washington","Franklin County",10,94347,"primary and secondary syphilis"
2019,"Tennessee","Rhea County",35,33044,"gonorrhea"
2019,"North Carolina","Scotland County",171,34810,"gonorrhea"
2019,"Ohio","Montgomery County",3398,532331,"chlamydia"
2019,"Michigan","Missaukee County",0,15113,"gonorrhea"
2019,"Florida","Gulf County",20,16164,"gonorrhea"
2019,"Tennessee","Marshall County",78,33683,"gonorrhea"
2019,"Georgia","Dade County",13,16226,"gonorrhea"
2019,"Georgia","Dougherty County",30,91243,"primary and secondary syphilis"
2019,"Virginia","Newport News city",2076,178626,"chlamydia"
2019,"Georgia","Liberty County",743,61497,"chlamydia"
2019,"Alaska","Southeast Fairbanks Census Area",6,6918,"gonorrhea"
2019,"Texas","Grayson County",2,133991,"primary and secondary syphilis"
2019,"Minnesota","Pipestone County",15,9047,"chlamydia"
2019,"Texas","Runnels County",17,10234,"gonorrhea"
2019,"Texas","Jefferson County",564,255001,"gonorrhea"
2019,"Tennessee","Weakley County",1,33415,"primary and secondary syphilis"
2019,"Texas","Falls County",58,17335,"chlamydia"
2019,"North Carolina","Nash County",9,94016,"primary and secondary syphilis"
2019,"West Virginia","Nicholas County",9,24842,"gonorrhea"
2019,"Pennsylvania","Fayette County",51,130441,"gonorrhea"
2019,"Maryland","Prince George's County",8262,909308,"chlamydia"
2019,"New York","Monroe County",207,742474,"primary and secondary syphilis"
2019,"Kentucky","McCracken County",203,65346,"gonorrhea"
2019,"Illinois","Clinton County",30,37639,"gonorrhea"
2019,"Colorado","Crowley County",13,5858,"chlamydia"
2019,"Virginia","Hanover County",5,107239,"primary and secondary syphilis"
2019,"Ohio","Preble County",1,40997,"primary and secondary syphilis"
2019,"Wyoming","Albany County",13,38601,"gonorrhea"
2019,"Texas","Jefferson County",39,255001,"primary and secondary syphilis"
2019,"New Mexico","Luna County",153,23963,"chlamydia"
2019,"Michigan","Leelanau County",4,21764,"gonorrhea"
2019,"Virginia","Cumberland County",0,9809,"primary and secondary syphilis"
2019,"New Jersey","Somerset County",13,331164,"primary and secondary syphilis"
2019,"Virginia","Colonial Heights city",33,17833,"gonorrhea"
2019,"New Mexico","Hidalgo County",2,4240,"gonorrhea"
2019,"Mississippi","Lee County",374,85202,"gonorrhea"
2019,"Arkansas","Baxter County",85,41619,"chlamydia"
2019,"California","Monterey County",471,435594,"gonorrhea"
2019,"Florida","Hernando County",9,190865,"primary and secondary syphilis"
2019,"Oklahoma","Pushmataha County",23,11179,"gonorrhea"
2019,"Kentucky","Spencer County",10,18794,"gonorrhea"
2019,"California","Alameda County",3669,1666753,"gonorrhea"
2019,"Wisconsin","Rock County",4,163129,"primary and secondary syphilis"
2019,"Nebraska","Holt County",0,10178,"primary and secondary syphilis"
2019,"Georgia","Newton County",15,109541,"primary and secondary syphilis"
2019,"Kansas","Kingman County",0,7310,"primary and secondary syphilis"
2019,"Virginia","Mathews County",2,8802,"primary and secondary syphilis"
2019,"Indiana","Henry County",1,48271,"primary and secondary syphilis"
2019,"North Carolina","Yancey County",0,17903,"primary and secondary syphilis"
2019,"Illinois","Massac County",0,14080,"primary and secondary syphilis"
2019,"Alabama","Crenshaw County",0,13824,"primary and secondary syphilis"
2019,"Virginia","Buena Vista city",0,6237,"primary and secondary syphilis"
2019,"Texas","Jim Wells County",19,40822,"gonorrhea"
2019,"Pennsylvania","Wyoming County",0,27046,"primary and secondary syphilis"
2019,"Alabama","Crenshaw County",37,13824,"gonorrhea"
2019,"Georgia","Monroe County",78,27520,"chlamydia"
2019,"Tennessee","Davidson County",2333,692587,"gonorrhea"
2019,"Indiana","Grant County",372,65936,"chlamydia"
2019,"Texas","Gillespie County",6,26804,"gonorrhea"
2019,"Kentucky","Christian County",559,71671,"chlamydia"
2019,"Indiana","Cass County",46,37955,"gonorrhea"
2019,"Texas","Pecos County",58,15673,"chlamydia"
2019,"Nevada","Elko County",1,52460,"primary and secondary syphilis"
2019,"Colorado","Phillips County",0,4286,"primary and secondary syphilis"
2019,"Michigan","Montcalm County",196,63968,"chlamydia"
2019,"California","Calaveras County",1,45602,"primary and secondary syphilis"
2019,"South Dakota","Kingsbury County",13,4919,"chlamydia"
2019,"Alabama","Autauga County",323,55601,"chlamydia"
2019,"Illinois","Will County",3102,692310,"chlamydia"
2019,"West Virginia","Jefferson County",22,56811,"gonorrhea"
2019,"Ohio","Stark County",538,371574,"gonorrhea"
2019,"Indiana","Jay County",51,20764,"chlamydia"
2019,"Texas","Kleberg County",266,31129,"chlamydia"
2019,"Tennessee","DeKalb County",2,20138,"primary and secondary syphilis"
2019,"Virginia","Richmond County",44,9038,"chlamydia"
2019,"Illinois","Schuyler County",10,6907,"chlamydia"
2019,"Minnesota","Carver County",41,103551,"gonorrhea"
2019,"Missouri","Carroll County",9,8743,"gonorrhea"
2019,"Georgia","Lumpkin County",75,32955,"chlamydia"
2019,"Missouri","Iron County",14,10177,"gonorrhea"
2019,"Wyoming","Big Horn County",0,11881,"primary and secondary syphilis"
2019,"Oklahoma","Murray County",21,13953,"gonorrhea"
2019,"Ohio","Marion County",86,65256,"gonorrhea"
2019,"Idaho","Nez Perce County",117,40408,"chlamydia"
2019,"Indiana","Shelby County",140,44593,"chlamydia"
2019,"Alaska","Denali Borough",0,2059,"primary and secondary syphilis"
2019,"Georgia","Richmond County",1100,201554,"gonorrhea"
2019,"California","Mariposa County",2,17471,"primary and secondary syphilis"
2019,"Texas","Sabine County",1,10589,"primary and secondary syphilis"
2019,"Arkansas","Baxter County",0,41619,"primary and secondary syphilis"
2019,"North Dakota","Oliver County",2,1952,"chlamydia"
2019,"Missouri","St. Charles County",1181,399182,"chlamydia"
2019,"Minnesota","Red Lake County",9,3999,"chlamydia"
2019,"Michigan","Oscoda County",1,8276,"gonorrhea"
2019,"Montana","Wheatland County",4,2236,"chlamydia"
2019,"Georgia","Mitchell County",2,22192,"primary and secondary syphilis"
2019,"Mississippi","Marshall County",144,35451,"gonorrhea"
2019,"Oklahoma","Marshall County",59,16806,"chlamydia"
2019,"Louisiana","Beauregard Parish",9,37253,"primary and secondary syphilis"
2019,"Tennessee","Clay County",5,7717,"gonorrhea"
2019,"Michigan","Sanilac County",4,41182,"gonorrhea"
2019,"Alaska","Kenai Peninsula Borough",25,58533,"gonorrhea"
2019,"North Dakota","Ramsey County",39,11481,"gonorrhea"
2019,"Missouri","Butler County",251,42639,"chlamydia"
2019,"Ohio","Miami County",5,106222,"primary and secondary syphilis"
2019,"Illinois","Carroll County",35,14312,"chlamydia"
2019,"Colorado","Denver County",7935,716492,"chlamydia"
2019,"Illinois","Gallatin County",0,5058,"primary and secondary syphilis"
2019,"Kentucky","Harrison County",55,18778,"chlamydia"
2019,"South Dakota","Lawrence County",0,25741,"primary and secondary syphilis"
2019,"Missouri","Greene County",31,291923,"primary and secondary syphilis"
2019,"Nebraska","Loup County",0,618,"gonorrhea"
2019,"Nebraska","Dundy County",0,1770,"primary and secondary syphilis"
2019,"Iowa","Wright County",0,12690,"primary and secondary syphilis"
2019,"Alabama","Lowndes County",32,9974,"gonorrhea"
2019,"Florida","Gilchrist County",1,18256,"primary and secondary syphilis"
2019,"Iowa","Des Moines County",108,39138,"gonorrhea"
2019,"Kansas","Kingman County",2,7310,"gonorrhea"
2019,"Mississippi","Lawrence County",3,12455,"primary and secondary syphilis"
2019,"Vermont","Chittenden County",5,164572,"primary and secondary syphilis"
2019,"Texas","Fannin County",39,35286,"gonorrhea"
2019,"Texas","Walker County",530,72480,"chlamydia"
2019,"Louisiana","De Soto Parish",5,27436,"primary and secondary syphilis"
2019,"Ohio","Medina County",4,179146,"primary and secondary syphilis"
2019,"Georgia","Bartow County",491,106408,"chlamydia"
2019,"Minnesota","St. Louis County",3,199754,"primary and secondary syphilis"
2019,"Nebraska","Richardson County",11,7937,"chlamydia"
2019,"Wyoming","Goshen County",2,13376,"gonorrhea"
2019,"Texas","Swisher County",7,7462,"gonorrhea"
2019,"California","Stanislaus County",149,549815,"primary and secondary syphilis"
2019,"Ohio","Athens County",87,65818,"gonorrhea"
2019,"Texas","Terrell County",1,823,"primary and secondary syphilis"
2019,"Pennsylvania","Huntingdon County",20,45168,"gonorrhea"
2019,"Georgia","Meriwether County",31,21068,"gonorrhea"
2019,"Kansas","Scott County",4,4897,"gonorrhea"
2019,"Florida","Sumter County",50,128754,"gonorrhea"
2019,"Texas","Blanco County",10,11702,"chlamydia"
2019,"Oklahoma","Cimarron County",0,2153,"primary and secondary syphilis"
2019,"North Carolina","Madison County",1,21763,"primary and secondary syphilis"
2019,"Mississippi","Humphreys County",0,8257,"primary and secondary syphilis"
2019,"Georgia","Schley County",1,5236,"gonorrhea"
2019,"Arkansas","Grant County",44,18188,"chlamydia"
2019,"South Carolina","Bamberg County",162,14275,"chlamydia"
2019,"Iowa","Cass County",34,12930,"chlamydia"
2019,"Illinois","Brown County",0,6556,"gonorrhea"
2019,"Kentucky","Fayette County",69,323780,"primary and secondary syphilis"
2019,"West Virginia","Randolph County",7,28823,"gonorrhea"
2019,"Virginia","Powhatan County",13,29189,"gonorrhea"
2019,"Michigan","Wayne County",7170,1753893,"gonorrhea"
2019,"Minnesota","Carlton County",1,35837,"primary and secondary syphilis"
2019,"Vermont","Windham County",13,42756,"gonorrhea"
2019,"North Carolina","Yadkin County",78,37543,"chlamydia"
2019,"Ohio","Brown County",0,43602,"primary and secondary syphilis"
2019,"Texas","Panola County",0,23148,"primary and secondary syphilis"
2019,"Nebraska","Merrick County",10,7733,"chlamydia"
2019,"Virginia","Salem city",3,25643,"primary and secondary syphilis"
2019,"Colorado","Ouray County",0,4833,"gonorrhea"
2019,"Missouri","Dunklin County",139,29423,"chlamydia"
2019,"Virginia","Norton city",2,3968,"gonorrhea"
2019,"Texas","Hays County",352,222631,"gonorrhea"
2019,"Iowa","Buchanan County",0,21199,"primary and secondary syphilis"
2019,"North Dakota","Eddy County",3,2313,"chlamydia"
2019,"New York","St. Lawrence County",3,108047,"primary and secondary syphilis"
2019,"Wisconsin","Douglas County",132,43208,"chlamydia"
2019,"Nebraska","Banner County",2,730,"chlamydia"
2019,"Kansas","Brown County",35,9598,"chlamydia"
2019,"New Mexico","Colfax County",0,12110,"primary and secondary syphilis"
2019,"Minnesota","Scott County",6,147381,"primary and secondary syphilis"
2019,"Nebraska","Greeley County",1,2356,"chlamydia"
2019,"Georgia","Clarke County",15,127330,"primary and secondary syphilis"
2019,"Georgia","Webster County",1,2611,"gonorrhea"
2019,"Kentucky","Pendleton County",0,14529,"primary and secondary syphilis"
2019,"Texas","Austin County",20,29989,"gonorrhea"
2019,"Florida","Santa Rosa County",132,179349,"gonorrhea"
2019,"Pennsylvania","Chester County",26,522046,"primary and secondary syphilis"
2019,"Missouri","St. Louis County",136,996945,"primary and secondary syphilis"
2019,"Indiana","Noble County",0,47532,"primary and secondary syphilis"
2019,"Georgia","Glynn County",6,85219,"primary and secondary syphilis"
2019,"New York","Oneida County",13,229577,"primary and secondary syphilis"
2019,"North Dakota","Richland County",1,16239,"primary and secondary syphilis"
2019,"Illinois","Franklin County",46,38701,"gonorrhea"
2019,"Nebraska","Cherry County",6,5761,"chlamydia"
2019,"Tennessee","Claiborne County",37,31756,"gonorrhea"
2019,"Idaho","Canyon County",335,223499,"gonorrhea"
2019,"South Dakota","Lincoln County",32,58807,"gonorrhea"
2019,"Pennsylvania","Northampton County",13,304807,"primary and secondary syphilis"
2019,"Florida","Citrus County",385,147929,"chlamydia"
2019,"New Mexico","Lincoln County",4,19556,"primary and secondary syphilis"
2019,"Wisconsin","Iron County",2,5676,"gonorrhea"
2019,"Ohio","Auglaize County",115,45804,"chlamydia"
2019,"New Mexico","Quay County",37,8253,"chlamydia"
2019,"Georgia","Cherokee County",675,254149,"chlamydia"
2019,"Minnesota","Watonwan County",0,10980,"primary and secondary syphilis"
2019,"North Dakota","Foster County",0,3216,"primary and secondary syphilis"
2019,"Colorado","Sedgwick County",0,2303,"primary and secondary syphilis"
2019,"Texas","Jeff Davis County",0,2252,"chlamydia"
2019,"Louisiana","Cameron Parish",0,6968,"primary and secondary syphilis"
2019,"Maryland","Queen Anne's County",14,50251,"gonorrhea"
2019,"Georgia","Gilmer County",11,30816,"gonorrhea"
2019,"California","Siskiyou County",69,43724,"gonorrhea"
2019,"Nebraska","Arthur County",1,465,"chlamydia"
2019,"Arkansas","Union County",95,39126,"gonorrhea"
2019,"Virginia","Culpeper County",171,51859,"chlamydia"
2019,"Ohio","Clark County",372,134585,"gonorrhea"
2019,"Minnesota","Big Stone County",0,4989,"gonorrhea"
2019,"North Dakota","Sheridan County",2,1349,"gonorrhea"
2019,"North Carolina","Camden County",25,10710,"chlamydia"
2019,"Pennsylvania","Beaver County",633,164742,"chlamydia"
2019,"Pennsylvania","Bucks County",31,628195,"primary and secondary syphilis"
2019,"Texas","Harris County",542,4698619,"primary and secondary syphilis"
2019,"Texas","Castro County",0,7665,"primary and secondary syphilis"
2019,"South Carolina","Marlboro County",3,26398,"primary and secondary syphilis"
2019,"Tennessee","Obion County",207,30267,"gonorrhea"
2019,"Virginia","Essex County",10,10919,"gonorrhea"
2019,"Maine","Piscataquis County",3,16800,"gonorrhea"
2019,"Tennessee","Fentress County",19,18217,"gonorrhea"
2019,"Idaho","Cassia County",97,23864,"chlamydia"
2019,"Illinois","Champaign County",601,209983,"gonorrhea"
